idPedido,descTipoItem,descItem
294,ingrediente 4,cogumelos
294,ingrediente 5,pepperoni
294,massa,massa final
294,queijo 1,mussarela
294,queijo 2,gorgonzola
295,bebida,refrigerante
295,borda,sabor catupiry
295,ingrediente 1,pimentão
295,ingrediente 2,cebola
295,ingrediente 3,carne seca
295,ingrediente 4,orégano
295,massa,massa final
295,queijo 1,mussarela
295,queijo 2,cheddar
296,bebida,suco de laranja
296,borda,cheddar
296,ingrediente 1,azeite de oliva
296,ingrediente 2,abobrinha
296,ingrediente 3,cebola
296,ingrediente 4,alho
296,ingrediente 5,presunto
296,massa,massa final
296,queijo 1,cheddar
296,queijo 2,provolone
297,bebida,vinho tinto
297,borda,sabor catupiry
297,ingrediente 1,cogumelos
297,ingrediente 2,picles
297,ingrediente 3,azeitona
297,ingrediente 4,alho
297,ingrediente 5,brócolis
297,massa,massa tradicional
297,queijo 1,queijo coalho
297,queijo 2,mussarela
298,bebida,chá gelado
298,borda,sabor catupiry
298,ingrediente 1,rúcula
298,ingrediente 2,palmito
298,ingrediente 3,alcaparra
298,ingrediente 4,pimentão
298,ingrediente 5,cogumelos
298,massa,massa integral
298,queijo 1,mussarela
298,queijo 2,provolone
299,bebida,refrigerante
299,borda,borda tradicional
299,ingrediente 1,pepperoni
299,ingrediente 2,tomate
299,massa,massa tradicional
299,queijo 1,mussarela
300,bebida,chá gelado
300,borda,sabor catupiry
300,ingrediente 1,calabresa
300,ingrediente 2,bacon
300,ingrediente 3,tomate seco
300,ingrediente 5,pimenta biquinho
300,massa,massa grossa
300,queijo 1,mussarela
300,queijo 2,mussarela
301,bebida,refrigerante
301,borda,cream cheese
301,ingrediente 1,pepperoni
301,ingrediente 2,azeitona
301,ingrediente 3,berinjela
301,ingrediente 4,bacon
301,ingrediente 5,cebola caramelizada
301,massa,massa tradicional
301,queijo 1,gorgonzola
301,queijo 2,provolone
302,bebida,suco de laranja
302,borda,cheddar
302,ingrediente 1,carne seca
302,ingrediente 2,presunto
302,ingrediente 3,bacon
302,ingrediente 4,calabresa
302,ingrediente 5,abacaxi
302,massa,massa final
302,queijo 1,mussarela
302,queijo 2,cheddar
303,bebida,chá gelado
303,borda,sabor catupiry
303,ingrediente 1,carne seca
303,ingrediente 2,cebola
303,ingrediente 3,pepperoni
303,ingrediente 4,pimentão
303,ingrediente 5,tomate
303,massa,massa tradicional
303,queijo 1,mussarela
303,queijo 2,cheddar
304,bebida,cerveja
304,borda,borda tradicional
304,ingrediente 1,tomate
304,ingrediente 2,azeitona
304,ingrediente 3,cogumelos
304,ingrediente 4,cebola
304,ingrediente 5,presunto
304,massa,massa final
304,queijo 1,parmesão
304,queijo 2,mussarela
305,bebida,suco de laranja
305,borda,sabor catupiry
305,ingrediente 1,linguiça calabresa defumada
305,ingrediente 2,frango
305,ingrediente 3,milho
305,ingrediente 4,espinafre
305,ingrediente 5,bacon
305,massa,massa tradicional
305,queijo 1,mussarela
305,queijo 2,cheddar
306,bebida,limonada
306,borda,cream cheese
306,ingrediente 1,bacon
306,ingrediente 2,calabresa
306,ingrediente 3,camarão
306,ingrediente 4,ovo
306,ingrediente 5,presunto
306,massa,massa final
306,queijo 1,parmesão
306,queijo 2,catupiry
307,bebida,refrigerante
307,borda,sabor catupiry
307,ingrediente 1,pepperoni
307,ingrediente 2,frango
307,ingrediente 3,calabresa
307,ingrediente 4,queijo coalho grelhado
307,ingrediente 5,linguiça calabresa defumada
307,massa,massa tradicional
307,queijo 1,mussarela
307,queijo 2,gorgonzola
308,bebida,suco de laranja
308,borda,sabor catupiry
308,ingrediente 1,presunto
308,ingrediente 2,calabresa
308,ingrediente 3,tomate
308,ingrediente 4,orégano
308,ingrediente 5,azeitona
308,massa,massa final
308,queijo 1,mussarela
308,queijo 2,catupiry
309,bebida,suco de laranja
309,borda,borda tradicional
309,ingrediente 1,cogumelos
309,ingrediente 2,palmito
309,ingrediente 3,cebola caramelizada
309,ingrediente 4,palmito
309,ingrediente 5,tomate
309,massa,massa grossa
309,queijo 1,provolone
309,queijo 2,parmesão
310,bebida,água com gás
310,borda,sabor catupiry
310,ingrediente 1,cogumelos
310,ingrediente 2,bacon
310,ingrediente 3,calabresa
310,ingrediente 4,alho
310,ingrediente 5,cebola caramelizada
310,massa,massa tradicional
310,queijo 1,mussarela
310,queijo 2,gorgonzola
311,bebida,suco de uva
311,borda,sabor catupiry
311,ingrediente 1,azeite de oliva
311,ingrediente 2,alho
311,ingrediente 3,bacon
311,massa,massa grossa
311,queijo 1,mussarela
312,bebida,cerveja
312,borda,sabor catupiry
312,ingrediente 1,cebola
312,ingrediente 2,tomate
312,ingrediente 3,azeitona
312,ingrediente 4,pimentão
312,ingrediente 5,calabresa
312,massa,massa tradicional
312,queijo 1,catupiry
312,queijo 2,gorgonzola
313,bebida,vinho tinto
313,borda,borda tradicional
313,ingrediente 1,tomate
313,ingrediente 2,azeitona
313,ingrediente 3,azeite de oliva
313,ingrediente 4,salsinha
313,ingrediente 5,calabresa
313,massa,massa final
313,queijo 1,mussarela
313,queijo 2,parmesão
314,bebida,refrigerante
314,borda,borda tradicional
314,ingrediente 1,queijo gouda
314,ingrediente 2,calabresa
314,ingrediente 3,pimenta calabresa
314,ingrediente 4,calabresa
314,ingrediente 5,queijo gouda
314,massa,massa final
314,queijo 1,mussarela
314,queijo 2,gorgonzola
315,bebida,suco de maracujá
315,borda,borda tradicional
315,ingrediente 1,cogumelos
315,ingrediente 2,pimentão
315,ingrediente 3,azeitona
315,ingrediente 4,frango
315,ingrediente 5,alho
315,massa,massa tradicional
315,queijo 1,catupiry
315,queijo 2,cheddar
316,borda,sabor catupiry
316,ingrediente 1,milho
316,ingrediente 2,carne seca
316,ingrediente 3,cogumelos
316,ingrediente 4,pepperoni
316,ingrediente 5,orégano
316,massa,massa tradicional
316,queijo 1,provolone
316,queijo 2,parmesão
317,bebida,suco de laranja
317,borda,borda tradicional
317,ingrediente 1,bacon
317,ingrediente 2,ovo
317,ingrediente 3,linguiça calabresa defumada
317,ingrediente 4,milho
317,ingrediente 5,ervilha
317,massa,massa grossa
317,queijo 1,mussarela
317,queijo 2,provolone
318,bebida,água com gás
318,borda,borda tradicional
318,ingrediente 1,linguiça
318,ingrediente 2,cebola
318,ingrediente 3,cogumelos
318,ingrediente 4,rúcula
318,ingrediente 5,tomate seco
318,massa,massa final
318,queijo 1,gorgonzola
318,queijo 2,queijo brie
319,bebida,cerveja
319,borda,borda tradicional
319,ingrediente 1,tomate
319,ingrediente 2,pimenta biquinho
319,ingrediente 3,calabresa
319,ingrediente 4,bacon
319,ingrediente 5,cebola caramelizada
319,massa,massa final
319,queijo 1,parmesão
319,queijo 2,gorgonzola
320,bebida,suco de maracujá
320,borda,borda tradicional
320,ingrediente 1,tomate
320,ingrediente 2,pimentão assado
320,ingrediente 3,cogumelos
320,ingrediente 4,cogumelos
320,ingrediente 5,azeitona
320,massa,massa final
320,queijo 1,mussarela
320,queijo 2,mussarela
321,bebida,cerveja
321,borda,borda tradicional
321,ingrediente 1,pepperoni
321,ingrediente 2,alho
321,ingrediente 3,azeitona
321,ingrediente 4,orégano
321,ingrediente 5,cebola
321,massa,massa final
321,queijo 1,mussarela
321,queijo 2,parmesão
322,bebida,água com gás
322,borda,borda tradicional
322,ingrediente 1,palmito
322,massa,massa final
322,queijo 1,mussarela
322,queijo 2,parmesão
323,bebida,suco de laranja
323,borda,borda tradicional
323,ingrediente 1,calabresa
323,ingrediente 2,mel
323,massa,massa tradicional
323,queijo 1,mussarela
323,queijo 2,gorgonzola
324,bebida,vinho tinto
324,borda,borda tradicional
324,ingrediente 1,carne seca
324,ingrediente 2,cogumelos
324,ingrediente 3,pepperoni
324,ingrediente 4,espinafre
324,ingrediente 5,azeitona
324,massa,massa tradicional
324,queijo 1,mussarela
324,queijo 2,queijo coalho
325,bebida,refrigerante
325,borda,cream cheese
325,ingrediente 1,pepperoni
325,ingrediente 2,tomate seco
325,ingrediente 3,alho
325,ingrediente 4,azeite de oliva
325,ingrediente 5,carne seca
325,massa,massa tradicional
325,queijo 1,gorgonzola
325,queijo 2,queijo coalho
326,bebida,refrigerante
326,borda,sabor catupiry
326,ingrediente 1,presunto
326,ingrediente 2,calabresa
326,ingrediente 3,tomate seco
326,ingrediente 4,palmito
326,ingrediente 5,cebola
326,massa,massa tradicional
326,queijo 1,mussarela
326,queijo 2,catupiry
327,bebida,cerveja
327,borda,sabor catupiry
327,ingrediente 1,pimentão
327,ingrediente 2,alho
327,ingrediente 3,anchova
327,ingrediente 4,alcaparra
327,ingrediente 5,azeitona
327,massa,massa integral
327,queijo 1,provolone
327,queijo 2,gorgonzola
328,bebida,refrigerante
328,borda,borda tradicional
328,ingrediente 1,cebola
328,ingrediente 2,bacon
328,ingrediente 3,calabresa
328,ingrediente 4,tomate
328,ingrediente 5,cebola
328,massa,massa final
328,queijo 1,queijo brie
328,queijo 2,catupiry
329,bebida,refrigerante
329,borda,borda tradicional
329,ingrediente 1,tomate
329,ingrediente 2,alho
329,ingrediente 3,frango
329,ingrediente 4,bacon
329,ingrediente 5,camarão
329,massa,massa final
329,queijo 1,cheddar
329,queijo 2,parmesão
330,bebida,suco de abacaxi
330,borda,sabor catupiry
330,ingrediente 1,cogumelos
330,ingrediente 2,brócolis
330,ingrediente 3,bacon
330,ingrediente 4,tomate seco
330,ingrediente 5,alho-poró
330,massa,massa tradicional
330,queijo 1,mussarela
330,queijo 2,catupiry
331,bebida,cerveja
331,borda,borda tradicional
331,ingrediente 1,cebola
331,ingrediente 2,tomate
331,ingrediente 3,cebola
331,ingrediente 4,cogumelos
331,ingrediente 5,bacon
331,massa,massa tradicional
331,queijo 1,gorgonzola
331,queijo 2,mussarela
332,bebida,suco de laranja
332,borda,sabor catupiry
332,ingrediente 1,calabresa
332,ingrediente 2,bacon
332,ingrediente 3,cebola
332,ingrediente 4,palmito
332,ingrediente 5,pepperoni
332,massa,massa tradicional
332,queijo 1,mussarela
332,queijo 2,catupiry
333,bebida,água com gás
333,borda,sabor catupiry
333,ingrediente 1,presunto
333,ingrediente 2,cogumelos
333,ingrediente 3,cebola
333,massa,massa final
333,queijo 1,mussarela
334,bebida,suco de laranja
334,borda,cream cheese
334,ingrediente 1,cebola
334,ingrediente 2,brócolis
334,ingrediente 3,palmito
334,ingrediente 4,alho-poró
334,ingrediente 5,carne seca
334,massa,massa tradicional
334,queijo 1,mussarela
334,queijo 2,gorgonzola
335,bebida,vinho tinto
335,borda,cheddar
335,ingrediente 1,bacon
335,ingrediente 2,espinafre
335,ingrediente 3,cebola
335,ingrediente 4,cogumelos
335,ingrediente 5,brócolis
335,massa,massa integral
335,queijo 1,cheddar
335,queijo 2,catupiry
336,bebida,refrigerante
336,borda,borda tradicional
336,ingrediente 1,alho
336,ingrediente 2,azeitona
336,ingrediente 3,brócolis
336,ingrediente 4,tomate seco
336,massa,massa tradicional
336,queijo 1,mussarela
336,queijo 2,parmesão
337,bebida,refrigerante
337,borda,sabor catupiry
337,ingrediente 1,frango
337,ingrediente 2,azeitona
337,ingrediente 3,cebola
337,ingrediente 4,milho
337,massa,massa tradicional
337,queijo 1,mussarela
337,queijo 2,catupiry
338,bebida,refrigerante
338,borda,sabor catupiry
338,ingrediente 1,tomate
338,ingrediente 3,cogumelos
338,ingrediente 4,rúcula
338,ingrediente 5,salsinha
338,massa,massa grossa
338,queijo 1,queijo brie
338,queijo 2,provolone
339,bebida,suco de laranja
339,borda,sabor catupiry
339,ingrediente 1,cebola
339,ingrediente 2,carne moída
339,ingrediente 3,azeite de oliva
339,ingrediente 4,azeitona
339,ingrediente 5,tomate
339,massa,massa tradicional
339,queijo 1,mussarela
339,queijo 2,catupiry
340,bebida,limonada
340,borda,cheddar
340,ingrediente 1,alho
340,ingrediente 2,azeitona
340,ingrediente 3,tomate
340,ingrediente 4,cebola
340,ingrediente 5,cogumelos
340,massa,massa integral
341,bebida,água com gás
341,borda,sabor catupiry
341,ingrediente 1,tomate seco
341,ingrediente 2,cebola
341,ingrediente 3,brócolis
341,ingrediente 4,cogumelos
341,ingrediente 5,pepperoni
341,massa,massa tradicional
341,queijo 1,mussarela
341,queijo 2,gorgonzola
342,bebida,refrigerante
342,borda,sabor catupiry
342,ingrediente 1,tomate
342,ingrediente 2,frango
342,ingrediente 3,cebola
342,ingrediente 4,pepperoni
342,ingrediente 5,palmito
342,massa,massa tradicional
342,queijo 1,mussarela
342,queijo 2,catupiry
343,bebida,chá gelado
343,borda,borda tradicional
343,ingrediente 1,abobrinha
343,ingrediente 2,cogumelos
343,ingrediente 3,cebola
343,ingrediente 4,tomate seco
343,ingrediente 5,atum
343,massa,massa final
343,queijo 1,gorgonzola
343,queijo 2,parmesão
344,bebida,refrigerante
344,borda,borda tradicional
344,ingrediente 1,pepperoni
344,ingrediente 2,cebola
344,ingrediente 3,bacon
344,ingrediente 4,palmito
344,ingrediente 5,tomate seco
344,massa,massa tradicional
344,queijo 1,gorgonzola
344,queijo 2,parmesão
345,bebida,água com gás
345,borda,borda tradicional
345,ingrediente 1,azeitona
345,ingrediente 2,calabresa
345,ingrediente 3,bacon
345,ingrediente 4,pimenta calabresa
345,ingrediente 5,cebola
345,massa,massa final
345,queijo 1,mussarela
345,queijo 2,gorgonzola
346,bebida,refrigerante
346,borda,sabor catupiry
346,ingrediente 1,calabresa
346,ingrediente 2,cebola
346,ingrediente 3,ovo
346,massa,massa tradicional
346,queijo 1,mussarela
346,queijo 2,gorgonzola
347,bebida,suco de maracujá
347,borda,sabor catupiry
347,ingrediente 1,cogumelos
347,ingrediente 2,bacon
347,ingrediente 3,nozes
347,ingrediente 4,alho-poró
347,ingrediente 5,brócolis
347,massa,massa final
347,queijo 1,gorgonzola
347,queijo 2,provolone
348,bebida,refrigerante
348,borda,borda tradicional
348,ingrediente 1,tomate
348,ingrediente 2,pimentão assado
348,ingrediente 3,azeitona
348,ingrediente 4,queijo cheddar
348,ingrediente 5,pepperoni
348,massa,massa tradicional
348,queijo 1,mussarela
349,bebida,vinho tinto
349,borda,borda tradicional
349,ingrediente 1,tomate
349,massa,massa final
349,queijo 1,gorgonzola
349,queijo 2,provolone
350,bebida,refrigerante
350,borda,sabor catupiry
350,ingrediente 1,brócolis
350,ingrediente 2,linguiça calabresa defumada
350,ingrediente 3,rúcula
350,ingrediente 4,bacon
350,ingrediente 5,frango
350,massa,massa final
350,queijo 1,mussarela
350,queijo 2,gorgonzola
351,bebida,refrigerante
351,borda,sabor catupiry
351,ingrediente 1,tomate
351,ingrediente 2,azeitona
351,ingrediente 3,palmito
351,ingrediente 4,bacon
351,ingrediente 5,calabresa
351,massa,massa final
351,queijo 1,provolone
351,queijo 2,mussarela
352,bebida,refrigerante
352,borda,cream cheese
352,ingrediente 1,carne moída
352,ingrediente 2,tomate
352,ingrediente 3,pimentão
352,ingrediente 4,cogumelos
352,ingrediente 5,linguiça calabresa defumada
352,massa,massa final
352,queijo 1,mussarela
352,queijo 2,parmesão
353,bebida,água com gás
353,borda,cream cheese
353,ingrediente 1,pepperoni
353,ingrediente 2,cebola
353,ingrediente 3,alho
353,ingrediente 4,tomate
353,ingrediente 5,azeite de oliva
353,massa,massa tradicional
353,queijo 1,parmesão
353,queijo 2,cheddar
354,bebida,refrigerante
354,borda,sabor catupiry
354,ingrediente 1,calabresa
354,ingrediente 2,cebola
354,ingrediente 3,tomate
354,ingrediente 4,milho
354,ingrediente 5,pimenta calabresa
354,massa,massa tradicional
354,queijo 1,catupiry
355,bebida,vinho tinto
355,borda,borda tradicional
355,ingrediente 1,presunto
355,ingrediente 2,azeitona
355,ingrediente 3,calabresa
355,ingrediente 4,orégano
355,ingrediente 5,carne seca
355,massa,massa tradicional
355,queijo 1,mussarela
356,bebida,suco de maracujá
356,borda,sabor catupiry
356,ingrediente 1,pimentão
356,ingrediente 2,orégano
356,ingrediente 3,milho
356,ingrediente 4,calabresa
356,ingrediente 5,cebolinha
356,massa,massa tradicional
356,queijo 1,mussarela
356,queijo 2,parmesão
357,bebida,vinho tinto
357,borda,cheddar
357,ingrediente 1,cogumelos
357,ingrediente 2,azeite de oliva
357,ingrediente 3,orégano
357,ingrediente 4,queijo roquefort
357,ingrediente 5,queijo gouda
357,massa,massa final
357,queijo 1,mussarela
357,queijo 2,provolone
358,bebida,refrigerante
358,borda,sabor catupiry
358,ingrediente 1,pepperoni
358,ingrediente 2,tomate
358,ingrediente 3,rúcula
358,ingrediente 4,carne seca
358,ingrediente 5,cebola
358,massa,massa tradicional
358,queijo 1,mussarela
358,queijo 2,parmesão
359,bebida,refrigerante
359,borda,sabor catupiry
359,ingrediente 1,atum
359,ingrediente 2,cebola
359,ingrediente 3,azeitona
359,massa,massa final
359,queijo 1,gorgonzola
359,queijo 2,mussarela
360,bebida,refrigerante
360,borda,borda tradicional
360,ingrediente 1,bacon
360,ingrediente 2,azeitona
360,ingrediente 3,calabresa
360,ingrediente 4,pimenta calabresa
360,ingrediente 5,alho
360,massa,massa tradicional
360,queijo 1,catupiry
360,queijo 2,mussarela
361,bebida,suco de maracujá
361,borda,sabor catupiry
361,ingrediente 1,tomate
361,ingrediente 2,anchova
361,ingrediente 3,alcaparra
361,ingrediente 4,azeite de oliva
361,ingrediente 5,pepperoni
361,massa,massa tradicional
361,queijo 1,mussarela
361,queijo 2,gorgonzola
362,bebida,refrigerante
362,borda,sabor catupiry
362,ingrediente 1,bacon
362,ingrediente 2,anchova em conserva
362,ingrediente 3,azeite de oliva
362,ingrediente 4,cogumelos
362,ingrediente 5,queijo de cabra
362,massa,massa tradicional
362,queijo 1,mussarela
362,queijo 2,cheddar
363,bebida,refrigerante
363,borda,sabor catupiry
363,ingrediente 1,calabresa
363,ingrediente 2,alho
363,ingrediente 3,frango
363,ingrediente 4,milho
363,ingrediente 5,azeite de oliva
363,massa,massa tradicional
363,queijo 1,mussarela
363,queijo 2,parmesão
364,bebida,refrigerante
364,borda,borda tradicional
364,ingrediente 1,pepperoni
364,ingrediente 2,bacon
364,ingrediente 3,cebola
364,massa,massa tradicional
364,queijo 1,mussarela
365,bebida,cerveja
365,borda,borda tradicional
365,ingrediente 1,pepperoni
365,ingrediente 2,queijo gouda
365,ingrediente 3,tomate
365,ingrediente 4,azeitona
365,ingrediente 5,pimenta biquinho
365,massa,massa tradicional
365,queijo 1,parmesão
365,queijo 2,gorgonzola
366,bebida,água com gás
366,borda,borda tradicional
366,ingrediente 1,tomate
366,ingrediente 2,cebola
366,ingrediente 3,pepperoni
366,ingrediente 4,calabresa
366,ingrediente 5,pimenta calabresa
366,massa,massa final
366,queijo 1,mussarela
366,queijo 2,parmesão
367,bebida,cerveja
367,borda,borda tradicional
367,ingrediente 1,palmito
367,ingrediente 2,tomate
367,ingrediente 3,milho
367,ingrediente 4,bacon
367,ingrediente 5,frango
367,massa,massa final
367,queijo 1,mussarela
367,queijo 2,parmesão
368,bebida,refrigerante
368,borda,cream cheese
368,ingrediente 1,azeitona
368,ingrediente 2,presunto
368,ingrediente 3,bacon
368,ingrediente 4,calabresa
368,ingrediente 5,cebola
368,massa,massa grossa
368,queijo 1,mussarela
368,queijo 2,gorgonzola
369,bebida,refrigerante
369,borda,sabor catupiry
369,ingrediente 1,pepperoni
369,ingrediente 2,picles
369,ingrediente 3,bacon
369,ingrediente 4,frango
369,ingrediente 5,carne seca
369,massa,massa tradicional
369,queijo 1,parmesão
369,queijo 2,queijo brie
370,bebida,vinho tinto
370,borda,borda tradicional
370,ingrediente 1,tomate
370,ingrediente 2,calabresa
370,ingrediente 3,cebola
370,ingrediente 4,azeitona
370,ingrediente 5,azeite de oliva
370,massa,massa tradicional
370,queijo 1,mussarela
370,queijo 2,queijo feta
371,bebida,suco de maracujá
371,borda,sabor catupiry
371,ingrediente 1,frango
371,ingrediente 2,orégano
371,ingrediente 3,tomate
371,ingrediente 4,bacon
371,ingrediente 5,calabresa
371,massa,massa tradicional
371,queijo 1,mussarela
371,queijo 2,provolone
372,bebida,chá gelado
372,borda,borda tradicional
372,ingrediente 1,frango
372,ingrediente 2,palmito
372,ingrediente 3,orégano
372,massa,massa grossa
372,queijo 1,mussarela
373,bebida,vinho tinto
373,borda,borda tradicional
373,ingrediente 1,tomate
373,ingrediente 2,orégano
373,ingrediente 3,frango
373,ingrediente 4,palmito
373,ingrediente 5,milho
373,massa,massa final
373,queijo 1,mussarela
373,queijo 2,queijo coalho
374,bebida,suco de maracujá
374,borda,borda tradicional
374,ingrediente 1,tomate seco
374,ingrediente 2,cebola caramelizada
374,ingrediente 3,calabresa
374,ingrediente 4,orégano
374,ingrediente 5,brócolis
374,massa,massa final
374,queijo 1,mussarela
374,queijo 2,parmesão
375,bebida,suco de uva
375,borda,cheddar
375,ingrediente 1,bacon
375,ingrediente 2,frango
375,ingrediente 3,cebola
375,ingrediente 4,linguiça
375,ingrediente 5,ovo
375,massa,massa tradicional
375,queijo 1,mussarela
375,queijo 2,catupiry
376,bebida,suco de abacaxi
376,borda,borda tradicional
376,ingrediente 1,alho
376,ingrediente 2,atum
376,ingrediente 3,tomate
376,ingrediente 4,azeite de oliva
376,ingrediente 5,bacon
376,massa,massa tradicional
376,queijo 1,mussarela
376,queijo 2,parmesão
377,bebida,suco de abacaxi
377,borda,sabor catupiry
377,ingrediente 1,presunto
377,ingrediente 2,pepperoni
377,ingrediente 3,cebola
377,ingrediente 4,azeitona
377,ingrediente 5,tomate
377,massa,massa tradicional
377,queijo 1,mussarela
377,queijo 2,cheddar
378,bebida,suco de laranja
378,borda,cheddar
378,ingrediente 1,tomate
378,ingrediente 2,brócolis
378,ingrediente 3,pimenta calabresa
378,ingrediente 4,alho
378,ingrediente 5,bacon
378,massa,massa final
378,queijo 1,mussarela
378,queijo 2,parmesão
379,bebida,vinho tinto
379,borda,borda tradicional
379,ingrediente 1,azeite de oliva
379,ingrediente 2,tomate
379,ingrediente 3,queijo de cabra
379,ingrediente 4,rúcula
379,massa,massa tradicional
379,queijo 1,mussarela
380,bebida,refrigerante
380,borda,sabor catupiry
380,ingrediente 1,pepperoni
380,ingrediente 2,azeitona
380,ingrediente 3,pimentão
380,ingrediente 4,alho-poró
380,ingrediente 5,alho
380,massa,massa tradicional
380,queijo 1,mussarela
381,bebida,suco de laranja
381,borda,borda tradicional
381,ingrediente 1,presunto
381,ingrediente 2,cogumelos
381,ingrediente 3,ovo
381,ingrediente 4,cebola
381,ingrediente 5,ervilha
381,massa,massa tradicional
381,queijo 1,mussarela
381,queijo 2,catupiry
382,bebida,vinho tinto
382,borda,borda tradicional
382,ingrediente 1,rúcula
382,ingrediente 2,pepperoni
382,ingrediente 3,azeitona
382,ingrediente 4,azeite de oliva
382,ingrediente 5,alho-poró
382,massa,massa tradicional
382,queijo 1,queijo brie
382,queijo 2,mussarela
383,bebida,cerveja
383,borda,cream cheese
383,ingrediente 1,azeitona
383,ingrediente 2,calabresa
383,ingrediente 3,cebola
383,ingrediente 4,tomate
383,ingrediente 5,cogumelos
383,massa,massa final
383,queijo 1,mussarela
383,queijo 2,provolone
384,bebida,limonada
384,borda,borda tradicional
384,ingrediente 1,tomate
384,ingrediente 2,anchova em conserva
384,ingrediente 3,atum
384,ingrediente 4,orégano
384,ingrediente 5,azeitona
384,massa,massa tradicional
384,queijo 1,mussarela
384,queijo 2,provolone
385,bebida,chá gelado
385,borda,sabor catupiry
385,ingrediente 1,pepperoni
385,ingrediente 2,cebola
385,ingrediente 3,ovo
385,ingrediente 5,alho-poró
385,massa,massa tradicional
385,queijo 1,mussarela
385,queijo 2,parmesão
386,bebida,suco de maracujá
386,borda,borda tradicional
386,ingrediente 1,alho
386,ingrediente 2,abacaxi
386,ingrediente 3,frango
386,ingrediente 4,pimenta calabresa
386,ingrediente 5,pepperoni
386,massa,massa integral
386,queijo 1,mussarela
386,queijo 2,provolone
387,bebida,refrigerante
387,borda,borda tradicional
387,ingrediente 1,pepperoni
387,ingrediente 2,linguiça calabresa defumada
387,ingrediente 3,frango
387,ingrediente 4,bacon
387,ingrediente 5,presunto
387,massa,massa tradicional
387,queijo 1,mussarela
387,queijo 2,catupiry
388,bebida,cerveja
388,borda,borda tradicional
388,ingrediente 1,alho
388,ingrediente 2,anchova
388,ingrediente 3,azeite de oliva
388,ingrediente 4,pimentão
388,ingrediente 5,tomate
388,massa,massa tradicional
388,queijo 1,provolone
388,queijo 2,provolone
389,bebida,água com gás
389,borda,sabor catupiry
389,ingrediente 1,frango
389,ingrediente 2,presunto
389,ingrediente 3,brócolis
389,ingrediente 4,pimenta calabresa
389,ingrediente 5,linguiça calabresa defumada
389,massa,massa final
389,queijo 1,mussarela
389,queijo 2,catupiry
390,bebida,suco de laranja
390,borda,borda tradicional
390,ingrediente 1,cogumelos
390,ingrediente 2,azeite de oliva
390,ingrediente 3,abobrinha
390,ingrediente 4,cebola
390,ingrediente 5,palmito
390,massa,massa integral
390,queijo 1,mussarela
390,queijo 2,provolone
391,bebida,limonada
391,borda,cheddar
391,ingrediente 1,frango
391,ingrediente 2,orégano
391,ingrediente 3,queijo cheddar
391,ingrediente 4,bacon
391,massa,massa final
391,queijo 1,catupiry
391,queijo 2,queijo brie
392,bebida,suco de laranja
392,borda,sabor catupiry
392,ingrediente 1,cebola
392,ingrediente 2,tomate
392,ingrediente 3,orégano
392,ingrediente 4,carne seca
392,ingrediente 5,queijo coalho grelhado
392,massa,massa final
392,queijo 1,queijo brie
393,bebida,limonada
393,borda,borda tradicional
393,ingrediente 1,amêndoas
393,ingrediente 2,alho-poró
393,ingrediente 3,cebola caramelizada
393,ingrediente 4,rúcula
393,ingrediente 5,carne seca
393,massa,massa final
394,bebida,refrigerante
394,borda,sabor catupiry
394,ingrediente 1,pepperoni
394,ingrediente 2,cebola
394,ingrediente 3,milho
394,ingrediente 4,bacon
394,ingrediente 5,orégano
394,massa,massa grossa
394,queijo 1,parmesão
394,queijo 2,gorgonzola
395,bebida,suco de maracujá
395,borda,sabor catupiry
395,ingrediente 1,pepperoni
395,ingrediente 2,tomate
395,ingrediente 3,azeitona
395,ingrediente 4,bacon
395,ingrediente 5,queijo cheddar
395,massa,massa tradicional
395,queijo 1,mussarela
395,queijo 2,cheddar
396,bebida,refrigerante
396,borda,sabor catupiry
396,ingrediente 1,cogumelos
396,ingrediente 2,tomate
396,ingrediente 3,orégano
396,ingrediente 4,pimenta calabresa
396,ingrediente 5,azeitona
396,massa,massa final
396,queijo 1,gorgonzola
396,queijo 2,parmesão
397,bebida,cerveja
397,borda,cream cheese
397,ingrediente 1,bacon
397,ingrediente 2,cebola caramelizada
397,ingrediente 3,linguiça
397,ingrediente 4,ovo
397,ingrediente 5,carne seca
397,massa,massa final
397,queijo 1,queijo coalho
397,queijo 2,queijo brie
398,bebida,limonada
398,borda,sabor catupiry
398,ingrediente 1,cebola
398,ingrediente 2,alho
398,ingrediente 3,picles
398,ingrediente 4,calabresa
398,ingrediente 5,tomate seco
398,massa,massa final
398,queijo 1,gorgonzola
398,queijo 2,catupiry
399,bebida,refrigerante
399,borda,cream cheese
399,ingrediente 1,tomate
399,ingrediente 2,cogumelos
399,ingrediente 3,presunto
399,ingrediente 4,pimentão
399,ingrediente 5,azeitona
399,massa,massa grossa
399,queijo 1,queijo brie
399,queijo 2,parmesão
400,bebida,chá gelado
400,borda,sabor catupiry
400,ingrediente 1,cebola
400,ingrediente 2,frango
400,ingrediente 3,bacon
400,ingrediente 4,azeitona
400,ingrediente 5,cogumelos
400,massa,massa tradicional
400,queijo 1,cheddar
400,queijo 2,mussarela
401,bebida,refrigerante
401,borda,borda tradicional
401,ingrediente 1,abobrinha
401,ingrediente 2,azeitona
401,ingrediente 3,tomate
401,ingrediente 4,cebola
401,ingrediente 5,pepperoni
401,massa,massa final
401,queijo 1,mussarela
401,queijo 2,provolone
